Date Measure,Video ID,Channel ID,views,likes,shares
1543044415,cec29f7ff1d89f2b,7fec2dd9,182,190,974
1490825954,e811cfbd61927b66,2e90bab3,98,757,564
1519067835,204f2fa8e75efcc1,ca33cfdf,578,760,145
1553088532,b583ea286ed8756a,53dba36d,133,566,438
1619053666,9c93fb49a35a9e1b,4578ed3f,405,999,781
1568953638,33363cca394ad84b,bf13ee41,938,494,325
1554955007,7a6be29d051edcd0,e85713e1,978,643,590
1581712770,8f2cc15eae5ac71d,d53e6d01,416,754,443
1577109650,699a3e8ab258aa93,2186c143,556,549,572
1620803129,63ea79add8a0458e,c59a73f6,974,964,195
1616376749,8f90999f474c0911,b050219f,825,318,413
1607910902,9ad39c6b5e7a80e8,1b344101,978,916,118
1505491798,d33778d3eded39cf,115cd0a6,86,607,593
1596324086,886aa9867e9f9728,6961f227,754,322,90
1620312061,3725583d33d6c99d,280e0228,447,14,8
1635391458,6ccc9c67789deb5c,1a786059,342,1000,958
1629237322,873b39455bdbec12,ef48b752,948,407,29
1485083882,5503c225a6e36cc7,dcc91616,382,62,257
1558847240,b3da5d30058a7ce0,65ad5407,193,758,214
1514648435,889fd6cb4ab71118,cfa538a3,582,452,55
1553476607,dc10863d3fa95544,9ebded9c,701,680,819
1601214203,c21c9fd8e2b8cbfd,a98f5a98,517,709,661
1603291938,04390afe5bfbb13b,f11da457,132,529,484
1603495744,2d4e9007e4cb71e3,1b5a6743,461,730,966
1498738863,bd3d07b4fd9bc080,8485f78a,344,500,685
1584605203,6735c1e50d0d22f3,0720d500,989,967,203
1563034537,cfa0aba1660ee231,ee45c4ec,85,257,547
1616072287,132b329b79101897,9794a081,416,983,453
1506099665,c813529a7182b8a3,5f3407ad,826,258,70
1543297934,4276c2ad1135a522,2c70de91,202,582,26
1512152476,61ea6da3a5f1d725,82e08b1c,433,177,276
1526900869,3124f521ea417317,895cfde0,707,376,263
1539856446,e3ab81602c70d7a1,849601e8,879,550,190
1500119178,f2d99eed37fe8f93,c7f9de61,48,225,842
1523915843,f1e040472a9aa206,d536c6b0,988,668,549
1632399986,fc3c6b68c7a4e0de,2d7b3900,852,268,208
1585605611,5cb774fe046aa2f6,8175720b,485,574,204
1594690680,f9e95d3b8853a665,906ff7e1,98,5,765
1632042964,fdd058f8bba0794f,4534ff67,199,929,314
1592130612,0cdfa01a2fc539a4,099e9e34,940,319,171
1629714216,cf838262089c92d4,5238c765,832,607,707
1518855408,8c1bb4d937ffb1dc,9771e9a9,891,153,184
1562078785,fb0cc3f572c8db67,5e2f71f4,504,562,777
1528255667,f19f16cc803c2b21,8a745cff,519,797,777
1560131331,886aa9867e9f9728,6961f227,238,169,880
1505056494,0c6e6aeeb128cd24,6354c4a6,175,111,570
1513361925,57cad912be8eef44,9ffaf3aa,650,550,639
1519471970,e1cc5c0b3d2c0a6e,fb7a2423,599,517,157
1531190657,1b87cb0ec149d200,d0ca6d92,491,247,991
1529808322,6f28b806c0f78088,2af33e01,599,782,972
1616195804,db91022ff8f362ba,ed9009d9,278,183,902
1579263569,ccd9c40f62237655,db5c3386,409,697,434
1512234171,c58ad1cd7b45a8d4,92a62dd3,264,428,49
1641545074,a3dc25214c375c46,378c7220,484,610,240
1498508226,836526322d5749a4,c30b7a1f,73,580,100
1544979252,63ea79add8a0458e,c59a73f6,209,225,468
1543486125,69ae710cee01c820,cc906a41,426,251,551
1610657986,3ea8ac76455cf2dd,587cebca,320,499,726
1586541331,084226bfcc8d59bf,99fe4d9a,682,944,525
1614793574,9f4bf631a752708e,de1d33b2,461,220,593
1606980292,9f4bf631a752708e,de1d33b2,685,560,491
1616008386,1ee436a830a9384a,0908321a,876,397,874
1534860866,183eca5df22411fc,416fd38a,62,197,221
1514295214,05bdbc9792524c50,1143708b,832,77,210
1565532895,f8a78c744902be4a,65b2593b,536,677,423
1625213472,fdcf4567597059e0,1ab13113,257,916,232
1515112081,82feaa5afbc748be,c83852ea,269,888,402
1490029406,a42c93ec63ea0480,fb427e62,524,149,825
1570078247,5a8b79882dc0b7f7,0e33ef73,156,452,673
1578305403,64335de142a4ae39,3821830d,427,639,118
1626137734,5e61ae33d260837a,7f8a9b19,238,630,816
1501413950,2c10d84f8a432b54,bb08a1da,447,227,554
1497767671,fa68b309ab815bc8,e70f635c,370,518,575
1620052493,ca62f5dc3b4bf606,2d0f5c60,45,310,18
1512406461,9aa2b53483dacf9b,23dc0cbf,687,881,979
1536684781,bfecfef0d983d0a3,11eafb20,731,284,55
1633100348,b150003d02c16027,8def63f2,895,770,821
1602512533,6da1c5e806369054,406371d6,943,713,927
1596101827,20872d1fee52e1f9,5b70b6f7,183,285,946
1490317337,a295f80a393eca6a,c0c3928a,515,27,211
1612955358,7517ceaeaec52294,d9de6b1f,852,924,231
1573586312,03280ce7565f0f00,ea15f045,285,616,565
1540659603,c670b5bab54f2471,b062ee8c,674,996,336
1569713562,582e88184d1a1e2d,7cf08d76,904,187,649
1631795889,7466a8e00dc8d23b,5e645f82,310,105,180
1501115533,5cb774fe046aa2f6,8175720b,163,700,968
1503531363,48019ec8d9189489,2d7e9be1,524,49,584
1523463414,d19d0abfd5d12d95,19e03e70,242,81,437
1591911391,5c335e0aa0f8cd17,b552b753,956,347,210
1564013297,fb0cc3f572c8db67,5e2f71f4,893,723,24
1493710855,1f853663c17b7a40,40cf84fa,427,749,91
1507759804,dcf7ba37d62aa8be,d81e290b,955,550,759
1606179109,5f6577ea7d61c7de,c5c05acd,271,126,99
1518756481,9c52502404d7584c,16b61b98,209,16,196
1536250095,0bb95fc609da1f50,34f64077,149,704,390
1619934302,a1a13f7c308c4090,615ef510,170,2,222
1507578234,336f47983dcd4a92,fe1d1729,145,541,472
1542372253,70f1a6d2de9e2297,a2857134,854,806,198
1527293063,bdfb01d231522885,d17056da,832,405,950
1513552476,7a5ed1538ef87447,d2b5e88a,655,286,814
1530051112,82936e2e628e0545,01c85eff,405,897,452
1570666193,b51ee5fd7b7883b1,82183b3b,4,933,683
1550976245,f666431a7d25ede1,9420fca9,313,222,512
1631291315,7976444f8ff93a32,cd603b85,146,877,433
1577001264,0cd6d3e0b99b7368,39307663,316,247,556
1609223000,12aa5b2f9153f2b0,55014448,869,415,160
1567846642,a9f9612178cb06a4,9e697fef,471,426,306
1625720666,e754dd040d48e7ef,092b2fe1,232,402,848
1606576205,1657983334674107,c6023912,949,547,403
1527498985,a49c1cdcf47d48be,64428f7d,397,981,938
1603082578,819aeaee740b23b8,91dcaa20,637,696,472
1506942062,10e91ecb1fbdc56f,cede1074,442,716,391
1591759202,23056294f27eb1ac,3d81a9d1,153,564,15
1528868129,29e23d4dde01e445,370c70ca,403,833,341
1589145402,1fe57e18481a0a37,9ef85f3e,161,130,385
1637086420,31ffd1780ba6cf2f,d12e0453,234,389,522
1509182561,02d798d17dd3d922,aa331b6f,642,27,24
1534472423,1c19d75949ba405d,c10dea7b,882,654,747
1634852709,8f31911c6fd28d5e,035970b9,598,328,545
1568689250,3b5e2a58c1e0f0de,c1f93581,156,828,707
1634892438,d7ae73e6b0514524,89170cc3,301,175,286
1547316465,5612f0a161ac2bf5,97e6782b,876,833,105
1583735201,96b7bf8f7e43bf4b,9e462d00,327,444,686
1529473063,58ecb5db0699b484,019e990f,502,306,191
1510515559,1c03b1ba5ad8b16a,b8285390,804,368,46
1519777559,2183774117dba6e1,c8c92419,460,538,747
1490540495,dd44dd7a21e3cc86,c4a9df85,963,578,818
1607956976,03cb8e5ac7c8f31c,4f6640ca,416,820,715
1585433570,52b46acdb27b2bf6,a39590c5,260,323,313
1574405709,1c19d75949ba405d,c10dea7b,926,33,64
1611771438,10197d23e8ea4dd7,ee433272,356,70,272
1492795153,bf1317a26c48eb5e,42d960ae,123,927,137
1576564155,612da4681024d935,3cecd124,148,980,965
1558685564,3d82f3db4872f92a,4bb8d097,708,533,937
1581641993,43a7b562e6c10228,9e9eaa31,841,3,360
1610529085,fb46a4555074826e,ac2596da,810,551,323
1560221679,23056294f27eb1ac,3d81a9d1,123,299,796
1546921807,4b76117e433c35e2,984929a5,606,117,762
1549308741,bd29a69faa8c1ea7,ee50b0e5,925,974,491
1613148257,67a1b251b036db51,847a7c2f,986,806,771
1594316759,3ff76270582491c2,855749a6,838,813,501
1599931189,17996939dc7fff0b,fa1661cc,963,672,386
1520682390,ccd9c40f62237655,db5c3386,605,741,772
1606992738,7824ee269ecfd8fc,94c88bfd,148,798,291
1565102422,cf72ba97276ec373,ad5edac2,663,766,320
1557639598,98dbbed9c7f1909e,9bdd4916,612,685,182
1620868406,8c573cf408441ede,b4581cc2,560,558,164
1570429616,e6d30b4941872050,390c139e,510,621,641
1526542990,23ea95d591b493ab,a3450817,630,583,609
1574850757,82feaa5afbc748be,c83852ea,283,914,268
1506990047,c363ef016dc6179d,f5552488,829,744,50
1612880236,a42c93ec63ea0480,fb427e62,230,966,283
1521780607,65736d5211b084ee,26f47a0b,349,872,87
1629433205,79696bb91c2be43b,42b3bf17,972,951,235
1516822646,151bcadad770a1f3,954e6987,812,368,494
1578975371,ea7b12e7463a6afc,3c71249c,133,848,946
1599691001,f0faf0b06c26d256,6cc07a1c,712,909,864
1541854002,18bb74957b604c1b,30d0ac5e,10,250,973
1608305194,5e28524c61886c36,f9d569f8,733,629,815
1567173640,c71c3fd55eda7ede,e96fb943,0,705,667
1544592341,c4100881a6ce2fa7,98f5f11c,733,354,969
1589218939,b583ea286ed8756a,53dba36d,605,724,148
1486496928,886aa9867e9f9728,6961f227,148,845,433
1535518238,db230e5532e1ca09,72d9a1e8,156,277,31
1612517195,1b87cb0ec149d200,d0ca6d92,882,646,288
1569280123,847de3eb3a01c0d7,792c42a9,575,621,648
1611985984,e6ee1b6c58ea7f9c,d4a0780e,719,588,611
1576068502,35ededd0da3fd322,78ef772f,796,290,128
1626484918,c1f522b1e891d724,8b809304,773,493,902
1534633031,c813529a7182b8a3,5f3407ad,913,868,183
1571974927,b820693c8c1385fb,9183b451,761,764,455
1638984522,6af96d1113ea5383,66c50252,564,795,945
1533846949,fe85b6cde775e1f1,f09218fa,596,308,334
1592110699,0193ac1499abcc8b,d4048cf6,778,767,800
1504813268,4c18f8f6226401d3,674b0b61,154,184,823
1508331145,a7b61d9681d9862e,9a59ad97,478,361,110
1587624860,3845353c4344c89e,9263612e,484,594,949
1526337539,ca30212f1953f2bf,a9aab8b7,632,702,417
1513403676,ba609e211635bd89,34ac6ce9,909,857,858
1552086124,7d524d64b67f3851,c0fd81b8,829,479,108
1541126006,f428db81f60b6c32,504522d6,587,467,759
1634395258,67a1b251b036db51,847a7c2f,413,106,750
1604924643,ba6e23e4a1dd766b,cd24fdcf,744,542,464
1488648438,5ef9c84392f1ecbd,a4f47a87,401,306,495
1602038135,3725583d33d6c99d,280e0228,399,992,250
1633839659,fdcf4567597059e0,1ab13113,89,382,638
1507562073,7824ee269ecfd8fc,94c88bfd,603,437,376
1523450871,fea740911f77890e,03ddeb4b,945,230,733
1613781361,067d3c5fd998fa13,c27eed89,33,453,587
1515372523,1fc0cf6ab7484eef,e69d52b2,807,248,888
1639994366,151bcadad770a1f3,954e6987,249,463,825
1498062274,d32ee00645775541,4cae63f8,28,407,358
1621712110,68c697f53e674d5b,c1d1e87f,361,390,578
1515575645,5ef3925c07755ad7,3570024f,577,814,248
1536218275,7226ccc55a70e0e9,e260d08b,757,918,771
1533760249,78af92bd4ac27978,47a12cfc,746,997,729
1490726307,b150003d02c16027,8def63f2,786,124,723
1582594858,af89d078e290a1ab,1534aa8b,379,719,241
1574836890,1a4a998d410d2286,90dd17ab,565,53,167
1561396650,04ad2d287944392f,ecd935f6,527,599,285
1579522162,26fffa36a6899891,308f3264,164,870,115
1599334843,f581fdd932d99bee,eff51930,778,1,34
1529848325,70757b990b8808eb,4d71b9ca,190,334,379
1588608150,f39c79b53ac9583f,ca15db22,304,543,568
1636904291,7749fcd9cb6816dc,aecf9667,65,983,65
1502968377,d33778d3eded39cf,115cd0a6,767,599,805
1514035215,dfea4ddca664e880,cf955bf6,426,637,267
1509262306,e6ee1b6c58ea7f9c,d4a0780e,94,387,773
1639239559,0d4ecbe4a1743b6b,509250f6,729,702,812
1585571437,eaad354c9617431d,21857b8d,670,286,946
1509766363,f293fb1514a51964,741f821d,798,168,623
1539210491,4c18f8f6226401d3,674b0b61,956,660,151
1640358593,fb591dfcd7b437ac,1721c2eb,376,932,431
1486207066,0ab64a6d8f4b8c77,3eac3a80,774,741,98
1587282998,39e8fd5fa2ad1e28,87a6a4a6,197,440,506
1566770833,7d597510c7761210,c2cf5039,132,582,62
1618912330,55f79408482f1f8f,4a64c81c,734,157,719
1549381234,b583ea286ed8756a,53dba36d,526,668,506
1633005758,123d530e08a18706,4c2f8fab,131,166,295
1564591813,c8fd3897fbd45be2,8bfe14d9,971,155,672
1575945563,0aa367941deaab74,eeec12bf,369,232,799
1557839424,3d8a785a2794ba06,217e7eef,775,891,742
1598303677,b6e4b96f7f6a80c8,7cea1590,735,622,266
1533400427,745698e5dd7e9d9e,adf33233,543,441,529
1507078338,8c573cf408441ede,b4581cc2,371,84,460
1582693937,b15112db6e887630,6a6fa894,237,661,768
1537791672,b8d940b6442d161f,5895ab7b,955,598,586
1573442811,32050a920a8fcb5f,7ef213fa,156,961,359
1550239333,bc664f39bbbadbdb,c8260a6d,961,361,131
1605887322,4968efd53661d398,433553cc,147,654,786
1616407774,5e715bf09fa36888,a856866b,924,319,111
1529538986,1fe57e18481a0a37,9ef85f3e,249,815,947
1559922020,9759a0c2e6088755,f11c31ef,186,559,888
1592649743,9ad39c6b5e7a80e8,1b344101,596,285,759
1500227071,87e5d77291b82505,d432729d,223,57,309
1591661215,d468f6f4e1cd4efc,4acf9d13,554,296,55
1579905469,cee291ff7abf6f13,0fee9ac6,681,881,889
1583749082,0c5a230513344291,1e3f2f44,662,165,796
1638328942,c813529a7182b8a3,5f3407ad,448,344,253
1628954966,457e180d091bb57b,cbe3a419,995,808,593
1503015511,37c0e4085ef583a5,73131c8f,599,813,41
1538229691,5503c225a6e36cc7,dcc91616,743,467,938
1578739459,485e74f28e13915e,22fbde88,723,845,643
1511270172,f2af2c3b390b64b0,326eecf9,419,83,949
1495409770,e8860d69164c3b64,6750b664,846,438,19
1557129062,cc97401b2b72ed93,5d2a91ed,562,258,928
1559130821,b3a4edca7fba642c,8c67b836,681,810,548
1490550887,68998558d7e07b8e,737b87c7,455,973,280
1504584967,90227efea8bba006,620ec52e,310,182,76
1553673672,f2af2c3b390b64b0,326eecf9,13,794,239
1552891780,336f47983dcd4a92,fe1d1729,566,948,422
1640633916,ee9fa42c70365ab1,58dabc89,900,827,182
1600107487,f1f7a3fbc48cec14,f9f487f7,54,11,577
1640768298,ccd9c40f62237655,db5c3386,477,802,667
1626854890,7749fcd9cb6816dc,aecf9667,554,307,142
1613649134,030a0bede28b5b5e,bce47ab2,465,870,249
1613050539,f39c79b53ac9583f,ca15db22,732,842,943
1610259138,dcf7ba37d62aa8be,d81e290b,59,777,351
1583697031,f9d159be95544e0d,d6aad932,45,661,4
1532900408,c82c4b53b7024f47,654a636d,739,412,641
1517559116,bdfb01d231522885,d17056da,80,357,434
1610850394,9d32725ae1969246,0370c802,67,693,344
1545260175,846d4167d3b6f8d3,0e6b7d31,814,279,892
1514242265,615e86d417748c15,16e15486,965,241,233
1592021863,4af010cd0212087d,bccba27c,552,619,593
1589202573,9efd134a32b10476,734a1dc1,4,994,624
1531004185,6242559f4e316cb6,f8a6b334,333,735,114
1559661356,94651a48745dbab5,b5970243,702,671,613
1531742823,be88b15f09bba9c3,f87c45e1,848,242,557
1542081536,9db8453b1c69220a,046a4935,554,434,52
1588475741,12aa5b2f9153f2b0,55014448,572,505,170
1581988870,113c63cc0c4b4c46,5598d7b1,39,797,432
1569448178,3d2a6f4f27944f5d,786e9e6b,182,511,559
1562572839,7d29f8525809111b,a4a75a34,779,991,362
1597985548,fb1de9d58b42cf15,3bad8c66,576,963,362
1508456757,3207a9f2f442dc25,d0e2afd2,747,880,246
1613163127,91e0ce4079d06381,17caec94,508,412,691
1574417049,c0c94b375379f1f4,f477ca23,428,661,298
1576661882,457e180d091bb57b,cbe3a419,245,361,491
1502336168,b8d940b6442d161f,5895ab7b,212,310,307
1541831650,a93d6548c9543884,68817136,396,356,11
1490937967,73701b7ae2f7e01d,02c8dd6b,526,251,216
1514627562,796074a8fedf7b5f,3981d903,96,6,924
1529156190,8a4b664ffd44e19d,a3c91449,278,771,686
1583687853,71d22dfe1e1a974f,04439e2a,442,509,975
1519786117,fb4452d045fdf711,7d4284f3,264,692,873
1543302112,7b300a130bd8943d,e68811c2,770,792,805
1527515905,abf54323610a76e6,9da8da36,519,134,836
1599085923,52b46acdb27b2bf6,a39590c5,219,929,375
1575343337,bee62c05fd58f361,522e992e,277,396,141
1524345982,3d8a785a2794ba06,217e7eef,318,523,462
1509045315,b51ee5fd7b7883b1,82183b3b,524,817,411
1530397047,10e91ecb1fbdc56f,cede1074,553,417,775
1573760586,01f32fa9c863fb42,b15ee92e,157,85,146
1555206211,8a07b35158298851,2d83ab3c,656,772,601
1517961636,5db21fee52cb47bb,7244704c,631,139,138
1594458917,695eae765aefedd5,57717a93,555,966,101
1600485886,51c0121e682928b1,8306add8,991,888,389
1539648797,94651a48745dbab5,b5970243,640,720,145
1616020102,e6f7f9ba7c2b5e36,b48c2866,68,472,186
1537531212,90ea4d3278410ce1,741af63f,119,353,694
1602303292,43b53e3d471b8ed2,41ed13ad,368,696,619
1593140915,c18d8a9cec1843c6,94ff92c2,22,454,477
1486312105,9c52502404d7584c,16b61b98,357,915,854
1605525815,9ebdefe6967aebc7,69fff441,647,210,673
1527586363,38fa43fb46591f42,2240973f,504,382,790
1627448658,925876ca0bf2d67e,f47298b4,305,585,42
1626987208,ee832c8e93c44850,cbc2976c,128,89,659
1585605589,29020b43bd212cc9,61842e51,505,719,899
1621407119,3708541bba6fc82b,3a1123d9,748,94,741
1641806247,a7b61d9681d9862e,9a59ad97,753,194,877
1520961974,3d2a6f4f27944f5d,786e9e6b,902,163,737
1589938612,ba2965391d44443a,c71ca881,43,268,815
1494918630,1138c631974f5d97,8f602496,962,988,372
1535329919,b31f6a773c4ebd44,43eb68b0,89,499,407
1528739654,9eb919cc97835873,bb1118e7,55,251,863
1617873182,6b024eebae15c905,bfcc245f,804,661,928
1525581261,86f7c1c7ac6ef6d7,2e53c680,2,243,372
1623725630,555443fb6d73ded7,3e6231ad,605,47,591
1507112574,351a5da8de6a2952,9a8ef1ca,301,776,772
1561872532,0c0b3b29f049abbe,2f485e54,69,944,112
1559725991,796074a8fedf7b5f,3981d903,175,996,127
1553574805,dbba260f533f1e08,411238a2,812,691,799
1589476807,0a966d2010964db9,5d7e5bdd,455,187,547
1507233823,236dd7f24373dc78,04c4726e,100,457,144
1519478825,f68a24f40ef95df3,2971dc7d,849,790,70
1554210286,dc0e56a4050c064d,57f78f84,872,314,443
1587813950,20044652f6549553,33c79407,393,893,882
1640784956,7d9372ac844674a1,3375ad1d,226,169,755
1515979710,c813529a7182b8a3,5f3407ad,841,796,866
1559643157,b31f6a773c4ebd44,43eb68b0,526,807,542
1590556245,e6ee1b6c58ea7f9c,d4a0780e,444,560,884
1544716541,540c5576cd9af7e9,63ebb85a,822,235,44
1497165647,3a2b0df062252587,c1160712,959,283,278
1621136248,a49f7a49c42a19d0,ce5ea635,450,64,454
1525430367,c18d8a9cec1843c6,94ff92c2,763,863,311
1504739545,7976444f8ff93a32,cd603b85,508,236,393
1604468613,336f47983dcd4a92,fe1d1729,6,344,428
1585648110,3a2b0df062252587,c1160712,265,151,482
1491389207,55f79408482f1f8f,4a64c81c,47,359,655
1503105921,37c0e4085ef583a5,73131c8f,684,332,585
1488648043,10cb8f10797e13ff,d8cc834b,687,721,238
1485617601,bfb4726bac307f3a,0cf591ab,508,649,409
1525001640,ab728b70eaea3952,661fa9c1,580,752,530
1589241193,c6c4a96e524279e1,de14595a,44,966,93
1525997690,847de3eb3a01c0d7,792c42a9,766,255,125
1519295026,15f7032e6eee10f4,51e53343,488,674,53
1578675630,31dad5d2aed9b86e,eeca2303,722,378,24
1561538796,695eae765aefedd5,57717a93,423,940,686
1494592930,1ee436a830a9384a,0908321a,981,545,637
1525781985,0c0b3b29f049abbe,2f485e54,52,840,346
1571079330,363a0bdeb48742e1,689cfeeb,816,478,817
1557296196,3ea8ac76455cf2dd,587cebca,960,256,860
1507196481,98dbbed9c7f1909e,9bdd4916,265,703,639
1493070680,8bf5d725175a8bf6,2893bd20,844,270,778
1595289928,f07d98adb9799c23,0060f79b,123,953,386
1490660230,7466a8e00dc8d23b,5e645f82,782,774,65
1634419267,43b53e3d471b8ed2,41ed13ad,108,41,799
1558007243,9115a2439811a63f,87386347,898,545,49
1633127940,5713fc734fd90cef,a5309124,401,257,444
1586557581,41ad040ca0244373,7d700a4e,782,973,885
1556602799,5a2d25cd0d715f07,c4cd27a7,899,11,260
1565517220,32465f74d733f2a0,8ba8350a,829,735,248
1636294696,28da10368fb711cf,173b9183,256,47,463
1612390516,4a3400a28e5f8a0f,6b7e96a3,708,685,163
1562098546,a42a328b9f5cc03b,19cfc388,247,793,465
1612017757,3827891cd4cab1a2,24040863,916,925,141
1525018571,8a15a1ebb72166c6,d7a8c6cc,36,650,359
1636359001,ac7297eb595566ed,cdb008c5,850,438,133
1603271939,1657983334674107,c6023912,277,641,319
1537391700,f3480577c9afe38d,aa1c1641,419,623,872
1625046582,68c697f53e674d5b,c1d1e87f,799,483,669
1612617039,4df450aaaa6dd810,9ea30fb4,653,263,486
1530651745,159f4d961d1b7c50,72cd3479,570,312,637
1605898326,ad940ce677acda64,eeda7347,203,572,552
1486892552,1c1437501a310935,f68d3594,222,434,793
1500848864,bdfb01d231522885,d17056da,671,716,459
1600435652,cf72ba97276ec373,ad5edac2,787,85,894
1554312126,02d6667fb1bd56d6,27177a9d,264,810,401
1538841825,241fbb9cca5fd8e6,4cbaf1c5,23,909,840
1616981057,1ee436a830a9384a,0908321a,246,386,51
1493961763,31ffd1780ba6cf2f,d12e0453,464,849,128
1484995082,fde644efb264b29c,18795acb,552,988,967
1530889873,ee9fa42c70365ab1,58dabc89,276,31,505
1607895888,dcdd8f8ca4dec570,40d50611,700,447,624
1624886649,246a2ca14da41293,76b1c156,782,570,495
1540893588,70f1a6d2de9e2297,a2857134,804,327,821
1575793101,a2222c0ebf038fe9,910eb911,176,482,334
1497869348,868e8cd08588419c,3b6e24fd,105,571,153
1492195462,1fe57e18481a0a37,9ef85f3e,576,22,454
1509572151,2d41d0eb7e8e6590,411a072f,593,705,920
1638087513,70757b990b8808eb,4d71b9ca,38,641,908
1615889268,82d3863f07b309fb,54b1c075,355,86,229
1514903684,acd9f59555b9bed6,02c2ef95,709,223,442
1538523364,e0c04198d481866e,bb201aab,581,289,82
1602319250,b1c002bc31cb3042,213c97fd,658,416,615
1576580616,cee291ff7abf6f13,0fee9ac6,796,948,707
1531169525,9e19dea89b033c49,09b62b4e,815,155,56
1574838366,db230e5532e1ca09,72d9a1e8,128,124,658
1606843881,588f4a5a397dac1a,fab895a2,694,83,879
1624755645,1d7fa8609df28088,e6bf2c28,548,423,585
1521741144,9f4bf631a752708e,de1d33b2,146,652,873
1617881603,4968efd53661d398,433553cc,907,940,121
1625116570,d2c4b00c1c4360b7,c55a4fdb,456,72,305
1555876583,0957eb483ef458c8,74b0a3d9,548,391,90
1630466845,eb5e38e0c64f4cc7,74d21a99,738,665,605
1618231747,be88b15f09bba9c3,f87c45e1,232,844,36
1558742268,b6e4b96f7f6a80c8,7cea1590,978,260,175
1548984332,0c0b3b29f049abbe,2f485e54,724,833,11
1640461833,91e0ce4079d06381,17caec94,716,748,441
1597753763,162e12ed2a405758,aca8e0f3,457,779,443
1579467906,014489a9ef76b348,87b0510e,992,665,541
1575687329,66fa049b025a6bf4,6c17af73,131,66,200
1612239071,39e1c6fd49b8b34b,6ef0d09e,962,513,517
1530078539,133138d8851deb68,c75413e3,623,19,768
1519534924,1fc0cf6ab7484eef,e69d52b2,588,304,571
1541302661,69ae710cee01c820,cc906a41,574,751,406
1538445415,0c5a230513344291,1e3f2f44,39,300,141
1499455035,228984e00ea00f4a,b8649c5d,676,337,952
1607207575,a7ef964a352d91e5,6690c3b1,408,417,79
1591306877,bccf79fe22a58d45,3977457c,92,862,755
1494751712,fce01bc681025e5e,12dfe741,548,64,316
1577313079,b4dfa5bbafcac087,65f372e3,862,851,842
1507172534,41ad040ca0244373,7d700a4e,900,852,108
1631312094,cdc335fed0b4ccf5,bd0f194b,790,78,258
1589714347,10cb8f10797e13ff,d8cc834b,766,922,824
1577889482,2d41d0eb7e8e6590,411a072f,427,835,816
1605638897,3d80ec81ae1dcc55,a52b0d5a,209,618,260
1503030228,d11415b262f5e121,771dbd40,844,778,715
1618333323,01900d67dfed8843,3a23df24,389,944,223
1540022414,cd71ffbe631feae9,ce6a6411,947,42,100
1602197292,8e59b5060209eb08,9852cb00,157,48,316
1594459929,c58ad1cd7b45a8d4,92a62dd3,758,248,362
1552683229,4790b6ae959fd0bb,27bcb160,960,905,503
1572087256,cb011a72b2a4723d,e17b8489,352,403,236
1578094379,0cc8afa0e8ead8ce,03d47efa,872,481,255
1579830552,cdc335fed0b4ccf5,bd0f194b,389,462,909
1630478287,91a42ef5736c0076,059e13b7,430,795,452
1535435783,c171367d77d9ff8f,bd296d1e,603,237,680
1485794111,dce3b0e76db2f621,2d4f8b13,48,27,795
1596153111,f1e6be7d627f7a7c,f53b54a3,337,58,425
1568810691,acd9f59555b9bed6,02c2ef95,172,701,281
1516762675,f2d99eed37fe8f93,c7f9de61,233,690,295
1633657127,01666c5fbae722ee,ddf7de25,687,467,489
1595272773,02d798d17dd3d922,aa331b6f,965,881,604
1599955530,ef2e253fe34fa5d3,9edaeeaa,474,799,220
1597399511,29020b43bd212cc9,61842e51,679,904,171
1590573906,26075e8685082139,9c309f84,929,58,348
1623805798,01515e090c932827,7db8fbeb,320,320,917
1559386407,a32c7ce44d757262,de47d2fe,777,988,485
1543083469,529a162dd7859c5c,1267e2a9,671,976,596
1581374194,fb46a4555074826e,ac2596da,275,835,766
1524530378,1a84e234bcd90137,391cf133,192,939,423
1559745995,4c18f8f6226401d3,674b0b61,482,634,441
1603460337,5713fc734fd90cef,a5309124,401,524,931
1560686946,86f7c1c7ac6ef6d7,2e53c680,133,846,966
1622399782,250b791c76aabaae,5d4933e3,776,737,829
1505612670,dc8c75c787b8ed1c,9f5407bc,924,681,408
1552575883,b19f73808ff8be56,ebc30d8d,906,490,799
1595905582,cbd91484d00d53ac,8be60d61,5,535,532
1534669187,6f6bec2f20c589dc,0d3af811,11,604,489
1506943912,6779c6b518a3d4db,a616c079,354,80,11
1539680932,7b300a130bd8943d,e68811c2,923,286,956
1590617031,0fc3bfa0af4e12be,fef708ce,972,341,970
1593561601,5e28524c61886c36,f9d569f8,887,969,740
1498868903,0a966d2010964db9,5d7e5bdd,625,578,898
1486355513,d24a2d59c892c809,48f3b266,372,753,80
1630458305,2cfcbaa39c019a23,54f29157,621,87,332
1609930777,8de96c74c904b53e,77ad51f0,773,92,718
1541089538,91b22a1cb18a9f6c,27fb670a,988,562,899
1523327137,ad940ce677acda64,eeda7347,849,873,855
1500480724,84eea8ba2e368c30,e76bc4da,923,793,903
1630925315,0cdfa01a2fc539a4,099e9e34,344,460,194
1546722996,f22f26633b2641c2,c758a190,494,86,173
1484721950,db0e49e4921cf952,bb6bb1e0,474,351,952
1617302354,a42c93ec63ea0480,fb427e62,497,120,803
1571146508,8a07b35158298851,2d83ab3c,484,904,559
1527642587,4aface0edb3d7360,e3740c21,814,893,96
1539332759,246a2ca14da41293,76b1c156,468,565,853
